dataset,k,policy,seed,subset_id,selected_indices,success,regret@1,regret@5,chosen_true_rank,rmse,spearman,runtime_s
three_phase_starcoder,16,random_observed,1078,2-13-17-34-36-41-48-62-77-78-97-105-107-119-125-143,"[2, 13, 17, 34, 36, 41, 48, 62, 77, 78, 97, 105, 107, 119, 125, 143]",1.0,0.02523195743560791,0.007830917835235596,39.0,0.09130905780696486,0.7917145200984413,3.0316884579951875
three_phase_starcoder,16,random_observed,1079,3-7-12-27-45-47-48-49-74-75-107-114-135-147-148-156,"[3, 7, 12, 27, 45, 47, 48, 49, 74, 75, 107, 114, 135, 147, 148, 156]",1.0,0.0020932555198669434,0.0020932555198669434,3.0,0.12431211693549289,0.8796261572717685,2.956318625001586
three_phase_starcoder,16,random_observed,1080,0-18-22-25-34-39-49-63-65-69-72-82-96-107-109-122,"[0, 18, 22, 25, 34, 39, 49, 63, 65, 69, 72, 82, 96, 107, 109, 122]",1.0,0.004587113857269287,0.0020932555198669434,9.0,0.40514478926269964,0.8853802882925114,3.0278937499970198
three_phase_starcoder,16,random_observed,1081,2-17-31-38-49-59-70-72-84-115-117-131-137-140-156-158,"[2, 17, 31, 38, 49, 59, 70, 72, 84, 115, 117, 131, 137, 140, 156, 158]",1.0,0.02724277973175049,0.008656144142150879,42.0,0.13403856940322822,0.8857904605648658,3.0270206249988405
three_phase_starcoder,16,random_observed,1082,1-5-6-22-25-39-64-65-102-103-124-130-142-144-147-154,"[1, 5, 6, 22, 25, 39, 64, 65, 102, 103, 124, 130, 142, 144, 147, 154]",1.0,0.004587113857269287,0.0020932555198669434,9.0,0.3378457123065172,0.9512070784015001,3.2035946669930127
three_phase_starcoder,16,random_observed,1083,15-22-24-31-39-40-51-54-63-65-76-86-111-126-143-144,"[15, 22, 24, 31, 39, 40, 51, 54, 63, 65, 76, 86, 111, 126, 143, 144]",1.0,0.13762331008911155,0.0,97.0,0.10963350012045796,0.849041954763858,3.0881272079859627
three_phase_starcoder,16,random_observed,1084,3-11-14-42-53-55-57-61-64-69-86-87-114-118-129-149,"[3, 11, 14, 42, 53, 55, 57, 61, 64, 69, 86, 87, 114, 118, 129, 149]",1.0,0.008365631103515625,0.004587113857269287,16.0,1.960290679266425,0.9150943396226415,3.081447834003484
three_phase_starcoder,16,random_observed,1085,13-20-34-36-52-66-77-83-85-86-98-99-110-120-133-148,"[13, 20, 34, 36, 52, 66, 77, 83, 85, 86, 98, 99, 110, 120, 133, 148]",1.0,0.0020932555198669434,0.0010315179824829102,3.0,0.0670629285308865,0.8994462674323216,2.8777813339984277
three_phase_starcoder,16,random_observed,1086,22-32-38-49-58-61-71-73-103-106-110-113-142-143-148-151,"[22, 32, 38, 49, 58, 61, 71, 73, 103, 106, 110, 113, 142, 143, 148, 151]",1.0,0.005197107791900635,0.005197107791900635,11.0,0.2392467455222581,0.9018018281964139,3.053237917003571
three_phase_starcoder,16,random_observed,1087,21-38-40-44-56-73-80-89-94-98-107-113-115-132-145-153,"[21, 38, 40, 44, 56, 73, 80, 89, 94, 98, 107, 113, 115, 132, 145, 153]",1.0,0.09489637613296509,0.016445815563201904,81.0,0.0768035146704879,0.9137671393413804,3.098440292000305
three_phase_starcoder,16,random_observed,1088,10-12-15-17-20-34-37-45-58-68-73-87-106-118-122-128,"[10, 12, 15, 17, 20, 34, 37, 45, 58, 68, 73, 87, 106, 118, 122, 128]",1.0,0.0038446784019470215,0.00380706787109375,8.0,1.07212534700545,0.8980634009140982,3.1852140830014832
three_phase_starcoder,16,random_observed,1089,12-16-23-32-39-54-65-79-81-85-91-97-98-105-119-159,"[12, 16, 23, 32, 39, 54, 65, 79, 81, 85, 91, 97, 98, 105, 119, 159]",1.0,0.01903700828552246,0.004587113857269287,30.0,1.0724107202433828,0.9318147193249736,3.275427917003981
three_phase_starcoder,16,random_observed,1090,0-10-18-19-45-75-82-89-92-95-105-110-113-122-133-158,"[0, 10, 18, 19, 45, 75, 82, 89, 92, 95, 105, 110, 113, 122, 133, 158]",1.0,0.00928962230682373,0.007830917835235596,19.0,0.11856882860559498,0.9337923356381108,3.1313433750037802
three_phase_starcoder,16,random_observed,1091,4-16-35-54-55-76-77-85-88-100-123-133-146-149-151-152,"[4, 16, 35, 54, 55, 76, 77, 85, 88, 100, 123, 133, 146, 149, 151, 152]",1.0,0.004587113857269287,0.004587113857269287,9.0,0.06699922396739053,0.9501845775225596,3.09571516700089
three_phase_starcoder,16,random_observed,1092,12-13-17-28-36-43-68-91-94-116-118-119-132-135-147-148,"[12, 13, 17, 28, 36, 43, 68, 91, 94, 116, 118, 119, 132, 135, 147, 148]",1.0,0.0020932555198669434,0.0010315179824829102,3.0,0.32295410317525075,0.9344281026602602,3.0633450000023004
three_phase_starcoder,16,random_observed,1093,10-16-37-44-48-73-78-87-88-93-109-119-145-148-156-159,"[10, 16, 37, 44, 48, 73, 78, 87, 88, 93, 109, 119, 145, 148, 156, 159]",1.0,0.02724277973175049,0.008656144142150879,42.0,0.08124066250173378,0.9179743349349584,2.9894760839961236
three_phase_starcoder,16,random_observed,1094,7-12-44-46-62-68-77-80-81-84-103-109-113-129-141-146,"[7, 12, 44, 46, 62, 68, 77, 80, 81, 84, 103, 109, 113, 129, 141, 146]",1.0,0.02724277973175049,0.008365631103515625,42.0,0.09256523271126778,0.9216863939997655,2.9978487500047777
three_phase_starcoder,16,random_observed,1095,1-25-35-36-41-52-56-58-93-94-97-135-136-137-149-156,"[1, 25, 35, 36, 41, 52, 56, 58, 93, 94, 97, 135, 136, 137, 149, 156]",1.0,0.0020932555198669434,0.0020932555198669434,3.0,0.048852666675440644,0.9576819407008086,2.989275041996734
three_phase_starcoder,16,random_observed,1096,15-16-34-36-60-63-80-81-91-108-112-133-143-152-153-157,"[15, 16, 34, 36, 60, 63, 80, 81, 91, 108, 112, 133, 143, 152, 153, 157]",1.0,0.02724277973175049,0.004587113857269287,42.0,0.4672885396419114,0.9382485643970468,3.073121292007272
