continuation_id,role,selection_tranche,fit_budget,referee_holdout,prefix_repeat_seed,data_seed,direction_id,direction_family,direction_outcome_status,sign,target_hellinger,achieved_hellinger_to_tied,tv_to_tied,max_phase_1_materialized_epoch,max_total_materialized_epoch,weights_json
dense_14_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_14,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.15027856335255693,0.17919921875,2.548741847859291,11.954313082134103,"{""dolma3_arxiv"": 0.041015625, ""dolma3_cc/art_and_design_high"": 0.00537109375, ""dolma3_cc/art_and_design_low"": 0.00390625, ""dolma3_cc/crime_and_law_high"": 0.005859375, ""dolma3_cc/crime_and_law_low"": 0.00537109375, ""dolma3_cc/education_and_jobs_high"": 0.00830078125, ""dolma3_cc/education_and_jobs_low"": 0.005859375, ""dolma3_cc/electronics_and_hardware_high"": 0.017578125, ""dolma3_cc/electronics_and_hardware_low"": 0.00146484375, ""dolma3_cc/entertainment_high"": 0.00244140625, ""dolma3_cc/entertainment_low"": 0.021484375, ""dolma3_cc/finance_and_business_high"": 0.0322265625, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.00341796875, ""dolma3_cc/food_and_dining_low"": 0.0029296875, ""dolma3_cc/games_high"": 0.0087890625, ""dolma3_cc/games_low"": 0.00048828125, ""dolma3_cc/health_high"": 0.0078125, ""dolma3_cc/health_low"": 0.00634765625, ""dolma3_cc/history_and_geography_high"": 0.0029296875, ""dolma3_cc/history_and_geography_low"": 0.00537109375, ""dolma3_cc/industrial_high"": 0.01416015625, ""dolma3_cc/industrial_low"": 0.0068359375, ""dolma3_cc/literature_high"": 0.0341796875, ""dolma3_cc/literature_low"": 0.01611328125, ""dolma3_cc/science_math_and_technology_high"": 0.041015625, ""dolma3_cc/science_math_and_technology_low"": 0.0419921875, ""dolma3_finemath_3plus"": 0.04296875, ""dolma3_stack_edu"": 0.14306640625, ""dolma3_wikipedia"": 0.00732421875, ""dolmino_common_crawl_hq"": 0.0595703125, ""dolmino_olmocr_pdfs_hq"": 0.05029296875, ""dolmino_stack_edu_fim"": 0.11962890625, ""dolmino_stem_heavy_crawl"": 0.00244140625, ""dolmino_synth_code"": 0.03173828125, ""dolmino_synth_instruction"": 0.00537109375, ""dolmino_synth_math"": 0.01123046875, ""dolmino_synth_qa"": 0.17236328125, ""dolmino_synth_thinking"": 0.00634765625}"
dense_15_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_15,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.1511060433895555,0.1640625,2.3788257246686713,11.784396958943484,"{""dolma3_arxiv"": 0.0126953125, ""dolma3_cc/art_and_design_high"": 0.00439453125, ""dolma3_cc/art_and_design_low"": 0.00537109375, ""dolma3_cc/crime_and_law_high"": 0.01513671875, ""dolma3_cc/crime_and_law_low"": 0.01171875, ""dolma3_cc/education_and_jobs_high"": 0.0048828125, ""dolma3_cc/education_and_jobs_low"": 0.015625, ""dolma3_cc/electronics_and_hardware_high"": 0.05517578125, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.01220703125, ""dolma3_cc/entertainment_low"": 0.0068359375, ""dolma3_cc/finance_and_business_high"": 0.01904296875, ""dolma3_cc/finance_and_business_low"": 0.00048828125, ""dolma3_cc/food_and_dining_high"": 0.00634765625, ""dolma3_cc/food_and_dining_low"": 0.00390625, ""dolma3_cc/games_high"": 0.00439453125, ""dolma3_cc/games_low"": 0.00439453125, ""dolma3_cc/health_high"": 0.0087890625, ""dolma3_cc/health_low"": 0.01806640625, ""dolma3_cc/history_and_geography_high"": 0.0029296875, ""dolma3_cc/history_and_geography_low"": 0.00341796875, ""dolma3_cc/industrial_high"": 0.01904296875, ""dolma3_cc/industrial_low"": 0.0029296875, ""dolma3_cc/literature_high"": 0.02587890625, ""dolma3_cc/literature_low"": 0.0517578125, ""dolma3_cc/science_math_and_technology_high"": 0.03076171875, ""dolma3_cc/science_math_and_technology_low"": 0.05224609375, ""dolma3_finemath_3plus"": 0.0439453125, ""dolma3_stack_edu"": 0.080078125, ""dolma3_wikipedia"": 0.0068359375, ""dolmino_common_crawl_hq"": 0.06787109375, ""dolmino_olmocr_pdfs_hq"": 0.0849609375, ""dolmino_stack_edu_fim"": 0.07470703125, ""dolmino_stem_heavy_crawl"": 0.0087890625, ""dolmino_synth_code"": 0.0126953125, ""dolmino_synth_instruction"": 0.00390625, ""dolmino_synth_math"": 0.02587890625, ""dolmino_synth_qa"": 0.1826171875, ""dolmino_synth_thinking"": 0.00634765625}"
dense_15_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_15,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.1505512947058622,0.17138671875,3.4046743526404972,11.444564712562245,"{""dolma3_arxiv"": 0.0625, ""dolma3_cc/art_and_design_high"": 0.01123046875, ""dolma3_cc/art_and_design_low"": 0.005859375, ""dolma3_cc/crime_and_law_high"": 0.02587890625, ""dolma3_cc/crime_and_law_low"": 0.00830078125, ""dolma3_cc/education_and_jobs_high"": 0.0078125, ""dolma3_cc/education_and_jobs_low"": 0.01318359375, ""dolma3_cc/electronics_and_hardware_high"": 0.015625, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.0029296875, ""dolma3_cc/entertainment_low"": 0.0126953125, ""dolma3_cc/finance_and_business_high"": 0.04931640625, ""dolma3_cc/finance_and_business_low"": 0.017578125, ""dolma3_cc/food_and_dining_high"": 0.01220703125, ""dolma3_cc/food_and_dining_low"": 0.00146484375, ""dolma3_cc/games_high"": 0.01123046875, ""dolma3_cc/games_low"": 0.00048828125, ""dolma3_cc/health_high"": 0.0068359375, ""dolma3_cc/health_low"": 0.00341796875, ""dolma3_cc/history_and_geography_high"": 0.013671875, ""dolma3_cc/history_and_geography_low"": 0.01513671875, ""dolma3_cc/industrial_high"": 0.01171875, ""dolma3_cc/industrial_low"": 0.03662109375, ""dolma3_cc/literature_high"": 0.08447265625, ""dolma3_cc/literature_low"": 0.017578125, ""dolma3_cc/science_math_and_technology_high"": 0.015625, ""dolma3_cc/science_math_and_technology_low"": 0.04248046875, ""dolma3_finemath_3plus"": 0.01611328125, ""dolma3_stack_edu"": 0.09375, ""dolma3_wikipedia"": 0.005859375, ""dolmino_common_crawl_hq"": 0.04150390625, ""dolmino_olmocr_pdfs_hq"": 0.07080078125, ""dolmino_stack_edu_fim"": 0.08447265625, ""dolmino_stem_heavy_crawl"": 0.001953125, ""dolmino_synth_code"": 0.05029296875, ""dolmino_synth_instruction"": 0.01220703125, ""dolmino_synth_math"": 0.013671875, ""dolmino_synth_qa"": 0.08544921875, ""dolmino_synth_thinking"": 0.01513671875}"
dense_16_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_16,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.1503020439791698,0.14404296875,4.261168294827732,11.104732466181007,"{""dolma3_arxiv"": 0.09423828125, ""dolma3_cc/art_and_design_high"": 0.00830078125, ""dolma3_cc/art_and_design_low"": 0.01025390625, ""dolma3_cc/crime_and_law_high"": 0.0166015625, ""dolma3_cc/crime_and_law_low"": 0.00830078125, ""dolma3_cc/education_and_jobs_high"": 0.01708984375, ""dolma3_cc/education_and_jobs_low"": 0.0107421875, ""dolma3_cc/electronics_and_hardware_high"": 0.01904296875, ""dolma3_cc/electronics_and_hardware_low"": 0.00634765625, ""dolma3_cc/entertainment_high"": 0.00244140625, ""dolma3_cc/entertainment_low"": 0.01220703125, ""dolma3_cc/finance_and_business_high"": 0.01318359375, ""dolma3_cc/finance_and_business_low"": 0.00341796875, ""dolma3_cc/food_and_dining_high"": 0.01025390625, ""dolma3_cc/food_and_dining_low"": 0.0009765625, ""dolma3_cc/games_high"": 0.005859375, ""dolma3_cc/games_low"": 0.0009765625, ""dolma3_cc/health_high"": 0.0068359375, ""dolma3_cc/health_low"": 0.00439453125, ""dolma3_cc/history_and_geography_high"": 0.005859375, ""dolma3_cc/history_and_geography_low"": 0.00537109375, ""dolma3_cc/industrial_high"": 0.0068359375, ""dolma3_cc/industrial_low"": 0.0126953125, ""dolma3_cc/literature_high"": 0.02978515625, ""dolma3_cc/literature_low"": 0.03857421875, ""dolma3_cc/science_math_and_technology_high"": 0.01416015625, ""dolma3_cc/science_math_and_technology_low"": 0.068359375, ""dolma3_finemath_3plus"": 0.0302734375, ""dolma3_stack_edu"": 0.09716796875, ""dolma3_wikipedia"": 0.0048828125, ""dolmino_common_crawl_hq"": 0.056640625, ""dolmino_olmocr_pdfs_hq"": 0.10546875, ""dolmino_stack_edu_fim"": 0.0751953125, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.01123046875, ""dolmino_synth_instruction"": 0.00341796875, ""dolmino_synth_math"": 0.02734375, ""dolmino_synth_qa"": 0.13720703125, ""dolmino_synth_thinking"": 0.013671875}"
dense_16_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_16,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.14980374405793,0.17041015625,4.330216895105875,12.171951780668032,"{""dolma3_arxiv"": 0.00927734375, ""dolma3_cc/art_and_design_high"": 0.005859375, ""dolma3_cc/art_and_design_low"": 0.00341796875, ""dolma3_cc/crime_and_law_high"": 0.0244140625, ""dolma3_cc/crime_and_law_low"": 0.01171875, ""dolma3_cc/education_and_jobs_high"": 0.00244140625, ""dolma3_cc/education_and_jobs_low"": 0.01904296875, ""dolma3_cc/electronics_and_hardware_high"": 0.0419921875, ""dolma3_cc/electronics_and_hardware_low"": 0.00146484375, ""dolma3_cc/entertainment_high"": 0.0126953125, ""dolma3_cc/entertainment_low"": 0.00732421875, ""dolma3_cc/finance_and_business_high"": 0.07568359375, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.0078125, ""dolma3_cc/food_and_dining_low"": 0.00439453125, ""dolma3_cc/games_high"": 0.0087890625, ""dolma3_cc/games_low"": 0.00244140625, ""dolma3_cc/health_high"": 0.00830078125, ""dolma3_cc/health_low"": 0.0126953125, ""dolma3_cc/history_and_geography_high"": 0.00732421875, ""dolma3_cc/history_and_geography_low"": 0.01123046875, ""dolma3_cc/industrial_high"": 0.03173828125, ""dolma3_cc/industrial_low"": 0.0107421875, ""dolma3_cc/literature_high"": 0.0810546875, ""dolma3_cc/literature_low"": 0.02197265625, ""dolma3_cc/science_math_and_technology_high"": 0.0322265625, ""dolma3_cc/science_math_and_technology_low"": 0.0322265625, ""dolma3_finemath_3plus"": 0.021484375, ""dolma3_stack_edu"": 0.07861328125, ""dolma3_wikipedia"": 0.0078125, ""dolmino_common_crawl_hq"": 0.0478515625, ""dolmino_olmocr_pdfs_hq"": 0.056640625, ""dolmino_stack_edu_fim"": 0.0849609375, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.06396484375, ""dolmino_synth_instruction"": 0.01416015625, ""dolmino_synth_math"": 0.01220703125, ""dolmino_synth_qa"": 0.10791015625, ""dolmino_synth_thinking"": 0.0078125}"
dense_17_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_17,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.14959339980403316,0.16015625,3.9460459214268395,10.816693057772298,"{""dolma3_arxiv"": 0.015625, ""dolma3_cc/art_and_design_high"": 0.0048828125, ""dolma3_cc/art_and_design_low"": 0.00341796875, ""dolma3_cc/crime_and_law_high"": 0.005859375, ""dolma3_cc/crime_and_law_low"": 0.0126953125, ""dolma3_cc/education_and_jobs_high"": 0.0078125, ""dolma3_cc/education_and_jobs_low"": 0.0126953125, ""dolma3_cc/electronics_and_hardware_high"": 0.037109375, ""dolma3_cc/electronics_and_hardware_low"": 0.00146484375, ""dolma3_cc/entertainment_high"": 0.0048828125, ""dolma3_cc/entertainment_low"": 0.00830078125, ""dolma3_cc/finance_and_business_high"": 0.01220703125, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.00732421875, ""dolma3_cc/food_and_dining_low"": 0.00146484375, ""dolma3_cc/games_high"": 0.0087890625, ""dolma3_cc/games_low"": 0.001953125, ""dolma3_cc/health_high"": 0.00341796875, ""dolma3_cc/health_low"": 0.00830078125, ""dolma3_cc/history_and_geography_high"": 0.00927734375, ""dolma3_cc/history_and_geography_low"": 0.00537109375, ""dolma3_cc/industrial_high"": 0.0068359375, ""dolma3_cc/industrial_low"": 0.01171875, ""dolma3_cc/literature_high"": 0.04150390625, ""dolma3_cc/literature_low"": 0.02734375, ""dolma3_cc/science_math_and_technology_high"": 0.01611328125, ""dolma3_cc/science_math_and_technology_low"": 0.068359375, ""dolma3_finemath_3plus"": 0.03076171875, ""dolma3_stack_edu"": 0.11328125, ""dolma3_wikipedia"": 0.001953125, ""dolmino_common_crawl_hq"": 0.05078125, ""dolmino_olmocr_pdfs_hq"": 0.138671875, ""dolmino_stack_edu_fim"": 0.056640625, ""dolmino_stem_heavy_crawl"": 0.01611328125, ""dolmino_synth_code"": 0.0439453125, ""dolmino_synth_instruction"": 0.00537109375, ""dolmino_synth_math"": 0.0263671875, ""dolmino_synth_qa"": 0.1396484375, ""dolmino_synth_thinking"": 0.02783203125}"
dense_17_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_17,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.15021037789109454,0.16943359375,6.626728804434156,16.032300038708968,"{""dolma3_arxiv"": 0.052734375, ""dolma3_cc/art_and_design_high"": 0.009765625, ""dolma3_cc/art_and_design_low"": 0.00927734375, ""dolma3_cc/crime_and_law_high"": 0.05810546875, ""dolma3_cc/crime_and_law_low"": 0.0078125, ""dolma3_cc/education_and_jobs_high"": 0.00537109375, ""dolma3_cc/education_and_jobs_low"": 0.01611328125, ""dolma3_cc/electronics_and_hardware_high"": 0.02197265625, ""dolma3_cc/electronics_and_hardware_low"": 0.005859375, ""dolma3_cc/entertainment_high"": 0.00634765625, ""dolma3_cc/entertainment_low"": 0.01025390625, ""dolma3_cc/finance_and_business_high"": 0.07421875, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.0107421875, ""dolma3_cc/food_and_dining_low"": 0.00390625, ""dolma3_cc/games_high"": 0.005859375, ""dolma3_cc/games_low"": 0.0009765625, ""dolma3_cc/health_high"": 0.01513671875, ""dolma3_cc/health_low"": 0.0068359375, ""dolma3_cc/history_and_geography_high"": 0.0048828125, ""dolma3_cc/history_and_geography_low"": 0.0107421875, ""dolma3_cc/industrial_high"": 0.029296875, ""dolma3_cc/industrial_low"": 0.01123046875, ""dolma3_cc/literature_high"": 0.056640625, ""dolma3_cc/literature_low"": 0.0302734375, ""dolma3_cc/science_math_and_technology_high"": 0.02734375, ""dolma3_cc/science_math_and_technology_low"": 0.03369140625, ""dolma3_finemath_3plus"": 0.021484375, ""dolma3_stack_edu"": 0.0693359375, ""dolma3_wikipedia"": 0.01904296875, ""dolmino_common_crawl_hq"": 0.05322265625, ""dolmino_olmocr_pdfs_hq"": 0.0458984375, ""dolmino_stack_edu_fim"": 0.1083984375, ""dolmino_stem_heavy_crawl"": 0.0009765625, ""dolmino_synth_code"": 0.017578125, ""dolmino_synth_instruction"": 0.0087890625, ""dolmino_synth_math"": 0.01318359375, ""dolmino_synth_qa"": 0.10791015625, ""dolmino_synth_thinking"": 0.00439453125}"
referee_00_h150_minus,local_wave2b_referee_geometry,referee_geometry,False,True,0,930000,referee_00,referee_geometry,sealed outcome-blind deterministic geometry,minus,0.15,0.14937391705543682,0.17138671875,5.261394561902453,11.954313082134103,"{""dolma3_arxiv"": 0.0322265625, ""dolma3_cc/art_and_design_high"": 0.0068359375, ""dolma3_cc/art_and_design_low"": 0.00390625, ""dolma3_cc/crime_and_law_high"": 0.03759765625, ""dolma3_cc/crime_and_law_low"": 0.00830078125, ""dolma3_cc/education_and_jobs_high"": 0.00537109375, ""dolma3_cc/education_and_jobs_low"": 0.013671875, ""dolma3_cc/electronics_and_hardware_high"": 0.04248046875, ""dolma3_cc/electronics_and_hardware_low"": 0.00390625, ""dolma3_cc/entertainment_high"": 0.0078125, ""dolma3_cc/entertainment_low"": 0.00634765625, ""dolma3_cc/finance_and_business_high"": 0.03173828125, ""dolma3_cc/finance_and_business_low"": 0.01708984375, ""dolma3_cc/food_and_dining_high"": 0.00341796875, ""dolma3_cc/food_and_dining_low"": 0.0068359375, ""dolma3_cc/games_high"": 0.0048828125, ""dolma3_cc/games_low"": 0.001953125, ""dolma3_cc/health_high"": 0.005859375, ""dolma3_cc/health_low"": 0.00634765625, ""dolma3_cc/history_and_geography_high"": 0.0078125, ""dolma3_cc/history_and_geography_low"": 0.0107421875, ""dolma3_cc/industrial_high"": 0.00830078125, ""dolma3_cc/industrial_low"": 0.01806640625, ""dolma3_cc/literature_high"": 0.0498046875, ""dolma3_cc/literature_low"": 0.03857421875, ""dolma3_cc/science_math_and_technology_high"": 0.0126953125, ""dolma3_cc/science_math_and_technology_low"": 0.04833984375, ""dolma3_finemath_3plus"": 0.03759765625, ""dolma3_stack_edu"": 0.146484375, ""dolma3_wikipedia"": 0.00732421875, ""dolmino_common_crawl_hq"": 0.08056640625, ""dolmino_olmocr_pdfs_hq"": 0.06689453125, ""dolmino_stack_edu_fim"": 0.0498046875, ""dolmino_stem_heavy_crawl"": 0.021484375, ""dolmino_synth_code"": 0.01318359375, ""dolmino_synth_instruction"": 0.013671875, ""dolmino_synth_math"": 0.0146484375, ""dolmino_synth_qa"": 0.09423828125, ""dolmino_synth_thinking"": 0.01318359375}"
referee_00_h150_plus,local_wave2b_referee_geometry,referee_geometry,False,True,0,930000,referee_00,referee_geometry,sealed outcome-blind deterministic geometry,plus,0.15,0.1501248766263074,0.17041015625,3.900500714675521,11.742235600237677,"{""dolma3_arxiv"": 0.02734375, ""dolma3_cc/art_and_design_high"": 0.00732421875, ""dolma3_cc/art_and_design_low"": 0.00927734375, ""dolma3_cc/crime_and_law_high"": 0.01025390625, ""dolma3_cc/crime_and_law_low"": 0.01171875, ""dolma3_cc/education_and_jobs_high"": 0.0078125, ""dolma3_cc/education_and_jobs_low"": 0.01513671875, ""dolma3_cc/electronics_and_hardware_high"": 0.01806640625, ""dolma3_cc/electronics_and_hardware_low"": 0.00244140625, ""dolma3_cc/entertainment_high"": 0.00439453125, ""dolma3_cc/entertainment_low"": 0.01416015625, ""dolma3_cc/finance_and_business_high"": 0.03173828125, ""dolma3_cc/finance_and_business_low"": 0.0009765625, ""dolma3_cc/food_and_dining_high"": 0.02783203125, ""dolma3_cc/food_and_dining_low"": 0.00048828125, ""dolma3_cc/games_high"": 0.0107421875, ""dolma3_cc/games_low"": 0.0009765625, ""dolma3_cc/health_high"": 0.009765625, ""dolma3_cc/health_low"": 0.00927734375, ""dolma3_cc/history_and_geography_high"": 0.00537109375, ""dolma3_cc/history_and_geography_low"": 0.00537109375, ""dolma3_cc/industrial_high"": 0.02685546875, ""dolma3_cc/industrial_low"": 0.0068359375, ""dolma3_cc/literature_high"": 0.04833984375, ""dolma3_cc/literature_low"": 0.02099609375, ""dolma3_cc/science_math_and_technology_high"": 0.03857421875, ""dolma3_cc/science_math_and_technology_low"": 0.04541015625, ""dolma3_finemath_3plus"": 0.0166015625, ""dolma3_stack_edu"": 0.0498046875, ""dolma3_wikipedia"": 0.00537109375, ""dolmino_common_crawl_hq"": 0.0322265625, ""dolmino_olmocr_pdfs_hq"": 0.09033203125, ""dolmino_stack_edu_fim"": 0.13427734375, ""dolmino_stem_heavy_crawl"": 0.00048828125, ""dolmino_synth_code"": 0.0576171875, ""dolmino_synth_instruction"": 0.00341796875, ""dolmino_synth_math"": 0.0234375, ""dolmino_synth_qa"": 0.1611328125, ""dolmino_synth_thinking"": 0.0078125}"
referee_01_h150_minus,local_wave2b_referee_geometry,referee_geometry,False,True,0,930000,referee_01,referee_geometry,sealed outcome-blind deterministic geometry,minus,0.15,0.15048373236975587,0.166015625,2.3788257246686713,11.784396958943484,"{""dolma3_arxiv"": 0.02392578125, ""dolma3_cc/art_and_design_high"": 0.00537109375, ""dolma3_cc/art_and_design_low"": 0.00634765625, ""dolma3_cc/crime_and_law_high"": 0.02587890625, ""dolma3_cc/crime_and_law_low"": 0.01318359375, ""dolma3_cc/education_and_jobs_high"": 0.00537109375, ""dolma3_cc/education_and_jobs_low"": 0.0107421875, ""dolma3_cc/electronics_and_hardware_high"": 0.01904296875, ""dolma3_cc/electronics_and_hardware_low"": 0.001953125, ""dolma3_cc/entertainment_high"": 0.00732421875, ""dolma3_cc/entertainment_low"": 0.01611328125, ""dolma3_cc/finance_and_business_high"": 0.0224609375, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.01025390625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.0068359375, ""dolma3_cc/games_low"": 0.00048828125, ""dolma3_cc/health_high"": 0.0068359375, ""dolma3_cc/health_low"": 0.00537109375, ""dolma3_cc/history_and_geography_high"": 0.01513671875, ""dolma3_cc/history_and_geography_low"": 0.0087890625, ""dolma3_cc/industrial_high"": 0.01318359375, ""dolma3_cc/industrial_low"": 0.0068359375, ""dolma3_cc/literature_high"": 0.0390625, ""dolma3_cc/literature_low"": 0.02392578125, ""dolma3_cc/science_math_and_technology_high"": 0.01318359375, ""dolma3_cc/science_math_and_technology_low"": 0.064453125, ""dolma3_finemath_3plus"": 0.0380859375, ""dolma3_stack_edu"": 0.06298828125, ""dolma3_wikipedia"": 0.0068359375, ""dolmino_common_crawl_hq"": 0.0478515625, ""dolmino_olmocr_pdfs_hq"": 0.08154296875, ""dolmino_stack_edu_fim"": 0.20068359375, ""dolmino_stem_heavy_crawl"": 0.0068359375, ""dolmino_synth_code"": 0.01220703125, ""dolmino_synth_instruction"": 0.00830078125, ""dolmino_synth_math"": 0.0244140625, ""dolmino_synth_qa"": 0.12548828125, ""dolmino_synth_thinking"": 0.00634765625}"
referee_01_h150_plus,local_wave2b_referee_geometry,referee_geometry,False,True,0,930000,referee_01,referee_geometry,sealed outcome-blind deterministic geometry,plus,0.15,0.15011613429861065,0.1611328125,4.462437258315215,12.30417214387737,"{""dolma3_arxiv"": 0.0380859375, ""dolma3_cc/art_and_design_high"": 0.01025390625, ""dolma3_cc/art_and_design_low"": 0.00537109375, ""dolma3_cc/crime_and_law_high"": 0.01513671875, ""dolma3_cc/crime_and_law_low"": 0.0068359375, ""dolma3_cc/education_and_jobs_high"": 0.00732421875, ""dolma3_cc/education_and_jobs_low"": 0.01953125, ""dolma3_cc/electronics_and_hardware_high"": 0.044921875, ""dolma3_cc/electronics_and_hardware_low"": 0.00537109375, ""dolma3_cc/entertainment_high"": 0.00439453125, ""dolma3_cc/entertainment_low"": 0.0048828125, ""dolma3_cc/finance_and_business_high"": 0.0478515625, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.00732421875, ""dolma3_cc/food_and_dining_low"": 0.001953125, ""dolma3_cc/games_high"": 0.0078125, ""dolma3_cc/games_low"": 0.00244140625, ""dolma3_cc/health_high"": 0.0087890625, ""dolma3_cc/health_low"": 0.0107421875, ""dolma3_cc/history_and_geography_high"": 0.00244140625, ""dolma3_cc/history_and_geography_low"": 0.00634765625, ""dolma3_cc/industrial_high"": 0.01611328125, ""dolma3_cc/industrial_low"": 0.02197265625, ""dolma3_cc/literature_high"": 0.06396484375, ""dolma3_cc/literature_low"": 0.03662109375, ""dolma3_cc/science_math_and_technology_high"": 0.03759765625, ""dolma3_cc/science_math_and_technology_low"": 0.0322265625, ""dolma3_finemath_3plus"": 0.015625, ""dolma3_stack_edu"": 0.12890625, ""dolma3_wikipedia"": 0.005859375, ""dolmino_common_crawl_hq"": 0.0576171875, ""dolmino_olmocr_pdfs_hq"": 0.072265625, ""dolmino_stack_edu_fim"": 0.02685546875, ""dolmino_stem_heavy_crawl"": 0.00244140625, ""dolmino_synth_code"": 0.06591796875, ""dolmino_synth_instruction"": 0.005859375, ""dolmino_synth_math"": 0.01318359375, ""dolmino_synth_qa"": 0.1171875, ""dolmino_synth_thinking"": 0.01806640625}"
referee_02_h150_minus,local_wave2b_referee_geometry,referee_geometry,False,True,0,930000,referee_02,referee_geometry,sealed outcome-blind deterministic geometry,minus,0.15,0.15045185388539978,0.17138671875,5.6072320652904395,15.012803299565253,"{""dolma3_arxiv"": 0.04541015625, ""dolma3_cc/art_and_design_high"": 0.0107421875, ""dolma3_cc/art_and_design_low"": 0.00830078125, ""dolma3_cc/crime_and_law_high"": 0.00732421875, ""dolma3_cc/crime_and_law_low"": 0.00390625, ""dolma3_cc/education_and_jobs_high"": 0.01123046875, ""dolma3_cc/education_and_jobs_low"": 0.01513671875, ""dolma3_cc/electronics_and_hardware_high"": 0.02099609375, ""dolma3_cc/electronics_and_hardware_low"": 0.00146484375, ""dolma3_cc/entertainment_high"": 0.00634765625, ""dolma3_cc/entertainment_low"": 0.00341796875, ""dolma3_cc/finance_and_business_high"": 0.01708984375, ""dolma3_cc/finance_and_business_low"": 0.00634765625, ""dolma3_cc/food_and_dining_high"": 0.01318359375, ""dolma3_cc/food_and_dining_low"": 0.00048828125, ""dolma3_cc/games_high"": 0.00244140625, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00634765625, ""dolma3_cc/health_low"": 0.009765625, ""dolma3_cc/history_and_geography_high"": 0.009765625, ""dolma3_cc/history_and_geography_low"": 0.00341796875, ""dolma3_cc/industrial_high"": 0.0224609375, ""dolma3_cc/industrial_low"": 0.00439453125, ""dolma3_cc/literature_high"": 0.0546875, ""dolma3_cc/literature_low"": 0.01953125, ""dolma3_cc/science_math_and_technology_high"": 0.017578125, ""dolma3_cc/science_math_and_technology_low"": 0.07421875, ""dolma3_finemath_3plus"": 0.0146484375, ""dolma3_stack_edu"": 0.1396484375, ""dolma3_wikipedia"": 0.01611328125, ""dolmino_common_crawl_hq"": 0.04833984375, ""dolmino_olmocr_pdfs_hq"": 0.1337890625, ""dolmino_stack_edu_fim"": 0.0537109375, ""dolmino_stem_heavy_crawl"": 0.00146484375, ""dolmino_synth_code"": 0.01806640625, ""dolmino_synth_instruction"": 0.00634765625, ""dolmino_synth_math"": 0.0185546875, ""dolmino_synth_qa"": 0.13916015625, ""dolmino_synth_thinking"": 0.0126953125}"
