continuation_id,role,selection_tranche,fit_budget,referee_holdout,prefix_repeat_seed,data_seed,direction_id,direction_family,direction_outcome_status,sign,target_hellinger,bucket,phase_1_count,phase_1_weight,phase_1_materialized_epochs,phase_1_support_cap,total_support_cap
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/food_and_dining_high,21,0.01025390625,0.07663548676655545,2.9578153350016176,4.616706220985414
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/food_and_dining_low,5,0.00244140625,0.037070076155808894,3.185383375609119,9.65095163254229
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/games_high,8,0.00390625,0.022074491490616917,1.8176807938748492,5.276774771043717
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/games_low,1,0.00048828125,0.0073597415401084046,3.0851489808841954,12.171025996870545
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/health_high,8,0.00390625,0.011453335896901335,1.5007123062420487,2.492927585651884
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/health_low,13,0.00634765625,0.04366876845391276,2.255348893422571,5.69944929616892
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/history_and_geography_high,7,0.00341796875,0.032300086647820296,2.5344196788573083,8.454541478448181
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/history_and_geography_low,28,0.013671875,0.469485280082755,6.8294805539541,19.195508643021267
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/industrial_high,33,0.01611328125,0.25190496315745076,3.8763861032801508,9.722271461529425
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/industrial_low,88,0.04296875,1.2687146789136108,6.298904130910751,22.831337345011402
