run_name,target_family,noise_mode,aggregate_mean_theta,accuracy_reference,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6
run_00218,eval_bpb_irt,variable,0.3354460027821365,0.3490901859000047,2.2707839062388846,0.16656293744312178,0.3526522140228667,0.6311822591987523,0.5192853097103812,-1.9277906099211872
run_00124,eval_bpb_irt,variable,0.3262887217170525,0.35319393355996115,1.0632882264712542,0.20856219240179028,-0.026095721297234382,-0.045620852082888054,1.1286313557083523,-0.37103287089895914
run_00162,eval_bpb_irt,variable,0.32391231722354313,0.34896252459811156,0.1847090329789805,-1.1971089620543531,0.5662243786757308,1.1413005512137848,1.4181804685752613,-0.16983156604814523
run_00229,eval_bpb_irt,variable,0.3238100422481592,0.3518639491960206,0.7089115329247526,-1.6137983593161584,0.8641371156269596,0.8059500420970457,-0.010499457270812994,1.1881593794271685
run_00112,eval_bpb_irt,variable,0.30597865046799955,0.3377804102497195,-2.0969822260926945,0.7776374067011297,0.13499748112042026,2.279853580834052,0.33932953438795416,0.40103612585713566
run_00219,eval_bpb_irt,variable,0.30540456406114985,0.351637605020315,0.12880240619395375,-0.3525991734633546,-0.05504054090234928,0.27702292085419405,0.6214048297522597,1.2128369419321956
run_00126,eval_bpb_irt,variable,0.29960713963968266,0.3483482508353615,0.13536028974404488,0.9854213456588227,0.41795382748287746,0.3371622258307601,0.452527301621257,-0.5307821524996661
run_00073,eval_bpb_irt,variable,0.2982753569643766,0.3478957835960183,-0.02620748051307678,-0.8166644923242443,0.9526839903557575,1.549941717915195,0.9816614840568875,-0.8517630777042591
run_00127,eval_bpb_irt,variable,0.2931957445738391,0.3501027598701104,-2.118134027038466,1.4910429410043184,-0.1556353887937566,1.5671210190839693,1.2227310641038434,-0.2479511409168737
run_00165,eval_bpb_irt,variable,0.2819950663352445,0.34355996095022834,0.11992388995071031,-0.2352195977150414,-0.06077374372424146,1.573739954072015,-0.43822379229047903,0.7325236877185037
run_00079,eval_bpb_irt,variable,0.2760459428452186,0.349856270283381,1.9542882375360906,-0.5988174632670282,-0.6022212110750396,0.717111259972844,-0.6600728183370038,0.8459876522414487
run_00039,eval_bpb_irt,variable,0.27551893519944803,0.3414608661902541,-0.38371930496873724,0.9709170358485083,0.7367051699037849,-0.3711567964087553,-0.1639404072569191,0.8643079140788066
run_00056,eval_bpb_irt,variable,0.26076991666700794,0.3462029605928193,-1.643915267667104,-0.6811407641079217,2.3152883147107857,0.6950427364307503,1.185910070394169,-0.30656558975863163
run_00091,eval_bpb_irt,variable,0.2578296507611166,0.3437947879086828,0.6539932347420773,-1.0923050026273173,0.31887101687211405,0.1088424022431118,0.18263011783009656,1.3749461355066173
run_00231,eval_bpb_irt,variable,0.25444599151423086,0.34415037073366916,-0.2735761212564397,-0.34731793890508394,-0.7870813863198424,2.449374899153529,-0.014273006589440666,0.4995495030026628
run_00068,eval_bpb_irt,variable,0.2502730547967927,0.3486122185525652,1.299566556924399,-0.2788346645739888,0.16075208514156045,-0.8021590357303202,-0.33871853071260744,1.4610319177317128
run_00205,eval_bpb_irt,variable,0.24256506458691499,0.3471427570862874,0.5241607652764322,-1.5863794815453327,0.6622243386966489,0.34892550017010665,0.14789527530526497,1.3585639896183699
run_00173,eval_bpb_irt,variable,0.22836157940142646,0.3474493486714459,1.9330156303276087,-0.8012241384272709,0.33518845955970167,0.50057728482792,-0.49402661206489523,-0.10336114781450524
run_00189,eval_bpb_irt,variable,0.2241848266668451,0.3490676002613744,0.07078872171470453,1.734613227738287,-0.19986238814302967,0.17614395783489542,0.5786432898650914,-1.015217849008878
run_00020,eval_bpb_irt,variable,0.2201959098105752,0.33925515338243895,-0.12855208219059663,-0.4979296052050276,-0.21893735633519237,0.1086869034929389,0.6606350475696868,1.3972725515316422
run_00034,eval_bpb_irt,variable,0.2187888165276183,0.34759930862110594,-0.4739746316528284,-0.24382558798278742,-0.30843900886680514,1.2441073544792816,0.3063998038696251,0.7884649693192239
run_00006,eval_bpb_irt,variable,0.2183390278626177,0.3414504090491407,-1.6608084792390219,-0.2898587933444056,0.536431590346263,0.4914147089790581,1.9011670191538352,0.3316881212799773
run_00119,eval_bpb_irt,variable,0.21470339853094766,0.3431669835298247,0.0025599275469052668,1.2928250828169252,0.28359008704084804,-0.22625835010263615,0.8089063031997893,-0.8734026593161456
run_00147,eval_bpb_irt,variable,0.21259804719599762,0.34325809733649887,1.1096488490031104,1.2071196998017935,0.7819003303384694,-0.98725420162847,0.14540394995524206,-0.9812303442941593
