suite,prompt_sha16,position,scenario,topk,tis_cap,behavior_tail_mass,current_tail_mass,behavior_cap_mass,behavior_log_ratio_abs_mean,exact_gradient_l1,exact_gradient_l2,error_l1,error_l2,relative_error_l1
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,128,2.0,1.78828740939e-08,2.62105484155e-08,6.49033211808e-05,0.0159999945695,3.77918258725e-05,2.59192838534e-05,1.17711819201e-09,5.76141648087e-10,3.11474284409e-05
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,1,1.001,0.0495003201474,0.077409311364,0.0250028119373,0.0499997821494,0.0621672626712,0.042123744217,0.03199638208,0.0184039778855,0.514682176843
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,1,1.05,0.0495003201474,0.077409311364,0.0250028117299,0.0499997821494,0.05985916738,0.0409947112622,0.0334857927703,0.0191858641528,0.559409598161
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,1,2.0,0.0495003201474,0.077409311364,0.00970194137314,0.0499997821494,0.0404646507239,0.0278421718549,0.0404646507241,0.0278421718551,1.00000000001
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,4,1.001,7.01393043845e-05,0.00047245704881,0.0250028119373,0.0499997821494,0.0621672626712,0.042123744217,8.0468886109e-06,4.5274727975e-06,0.000129439326506
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,4,1.05,7.01393043845e-05,0.00047245704881,0.0250028117299,0.0499997821494,0.05985916738,0.0409947112622,8.44077770345e-06,4.74903542126e-06,0.000141010609952
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,4,2.0,7.01393043845e-05,0.00047245704881,0.00970194137314,0.0499997821494,0.0404646507239,0.0278421718549,1.6076315824e-05,8.8435775884e-06,0.000397292835509
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,8,1.001,2.0926981254e-06,4.53127166366e-06,0.0250028119373,0.0499997821494,0.0621672626712,0.042123744217,1.14585356981e-06,4.51706871909e-07,1.84317841992e-05
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,8,1.05,2.0926981254e-06,4.53127166366e-06,0.0250028117299,0.0499997821494,0.05985916738,0.0409947112622,1.20194421542e-06,4.75790450614e-07,2.00795344812e-05
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,8,2.0,2.0926981254e-06,4.53127166366e-06,0.00970194137314,0.0499997821494,0.0404646507239,0.0278421718549,2.28941428894e-06,1.20800695068e-06,5.65781304913e-05
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,32,1.001,1.45449452135e-07,3.45576219297e-07,0.0250028119373,0.0499997821494,0.0621672626712,0.042123744217,6.30671152139e-08,8.62692945059e-09,1.01447470106e-06
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,32,1.05,1.45449452135e-07,3.45576219297e-07,0.0250028117299,0.0499997821494,0.05985916738,0.0409947112622,6.61543164393e-08,9.11355309015e-09,1.10516599771e-06
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,32,2.0,1.45449452135e-07,3.45576219297e-07,0.00970194137314,0.0499997821494,0.0404646507239,0.0278421718549,1.26008207288e-07,4.24646467877e-08,3.11403175449e-06
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,128,1.001,1.78828740939e-08,4.9930409252e-08,0.0250028119373,0.0499997821494,0.0621672626712,0.042123744217,9.41753584638e-09,9.11978858522e-10,1.51487059937e-07
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,128,1.05,1.78828740939e-08,4.9930409252e-08,0.0250028117299,0.0499997821494,0.05985916738,0.0409947112622,9.87853372782e-09,9.98716564933e-10,1.65029587951e-07
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.05,128,2.0,1.78828740939e-08,4.9930409252e-08,0.00970194137314,0.0499997821494,0.0404646507239,0.0278421718549,1.88162547074e-08,5.22811220852e-09,4.65004747867e-07
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,1,1.001,0.597133844684,0.598696556024,0.506666305615,0.00529935411043,0.00210174415734,0.00118918364293,0.00144277992595,0.000843622472212,0.686467913286
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,1,1.05,0.597133844684,0.598696556024,2.8956971115e-06,0.00529935411043,2.63108769807e-09,1.446007841e-09,2.63108796616e-09,1.44600792323e-09,1.00000010189
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,1,2.0,0.597133844684,0.598696556024,0,0.00529935411043,2.68093794265e-16,1.59758110758e-16,0,0,
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,4,1.001,0.0560770862854,0.0554999059239,0.506666305615,0.00529935411043,0.00210174415734,0.00118918364293,3.56741369046e-05,1.18557145483e-05,0.0169735868088
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,4,1.05,0.0560770862854,0.0554999059239,2.8956971115e-06,0.00529935411043,2.63108769807e-09,1.446007841e-09,2.63108796616e-09,1.44600792323e-09,1.00000010189
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,4,2.0,0.0560770862854,0.0554999059239,0,0.00529935411043,2.68093794265e-16,1.59758110758e-16,0,0,
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,8,1.001,0.00688579607055,0.00686689980344,0.506666305615,0.00529935411043,0.00210174415734,0.00118918364293,3.56741369046e-05,1.18557145483e-05,0.0169735868088
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,8,1.05,0.00688579607055,0.00686689980344,2.8956971115e-06,0.00529935411043,2.63108769807e-09,1.446007841e-09,2.63108796616e-09,1.44600792323e-09,1.00000010189
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,8,2.0,0.00688579607055,0.00686689980344,0,0.00529935411043,2.68093794265e-16,1.59758110758e-16,0,0,
