row_id,bucket,phase_1_count,phase_1_weight
p00__fit_maximin_05,dolma3_arxiv,2,0.0009765625
p00__fit_maximin_05,dolma3_cc/art_and_design_high,46,0.0224609375
p00__fit_maximin_05,dolma3_cc/art_and_design_low,9,0.00439453125
p00__fit_maximin_05,dolma3_cc/crime_and_law_high,40,0.01953125
p00__fit_maximin_05,dolma3_cc/crime_and_law_low,14,0.0068359375
p00__fit_maximin_05,dolma3_cc/education_and_jobs_high,139,0.06787109375
p00__fit_maximin_05,dolma3_cc/education_and_jobs_low,14,0.0068359375
p00__fit_maximin_05,dolma3_cc/electronics_and_hardware_high,37,0.01806640625
p00__fit_maximin_05,dolma3_cc/electronics_and_hardware_low,12,0.005859375
p00__fit_maximin_05,dolma3_cc/entertainment_high,119,0.05810546875
p00__fit_maximin_05,dolma3_cc/entertainment_low,23,0.01123046875
p00__fit_maximin_05,dolma3_cc/finance_and_business_high,151,0.07373046875
p00__fit_maximin_05,dolma3_cc/finance_and_business_low,73,0.03564453125
p00__fit_maximin_05,dolma3_cc/food_and_dining_high,29,0.01416015625
p00__fit_maximin_05,dolma3_cc/food_and_dining_low,25,0.01220703125
p00__fit_maximin_05,dolma3_cc/games_high,72,0.03515625
p00__fit_maximin_05,dolma3_cc/games_low,30,0.0146484375
p00__fit_maximin_05,dolma3_cc/health_high,97,0.04736328125
p00__fit_maximin_05,dolma3_cc/health_low,44,0.021484375
p00__fit_maximin_05,dolma3_cc/history_and_geography_high,95,0.04638671875
p00__fit_maximin_05,dolma3_cc/history_and_geography_low,29,0.01416015625
p00__fit_maximin_05,dolma3_cc/industrial_high,19,0.00927734375
p00__fit_maximin_05,dolma3_cc/industrial_low,21,0.01025390625
p00__fit_maximin_05,dolma3_cc/literature_high,23,0.01123046875
p00__fit_maximin_05,dolma3_cc/literature_low,5,0.00244140625
p00__fit_maximin_05,dolma3_cc/science_math_and_technology_high,66,0.0322265625
p00__fit_maximin_05,dolma3_cc/science_math_and_technology_low,3,0.00146484375
p00__fit_maximin_05,dolma3_finemath_3plus,37,0.01806640625
p00__fit_maximin_05,dolma3_stack_edu,38,0.0185546875
p00__fit_maximin_05,dolma3_wikipedia,0,0.0
p00__fit_maximin_05,dolmino_common_crawl_hq,407,0.19873046875
p00__fit_maximin_05,dolmino_olmocr_pdfs_hq,78,0.0380859375
p00__fit_maximin_05,dolmino_stack_edu_fim,22,0.0107421875
p00__fit_maximin_05,dolmino_stem_heavy_crawl,46,0.0224609375
p00__fit_maximin_05,dolmino_synth_code,8,0.00390625
p00__fit_maximin_05,dolmino_synth_instruction,0,0.0
p00__fit_maximin_05,dolmino_synth_math,3,0.00146484375
p00__fit_maximin_05,dolmino_synth_qa,164,0.080078125
p00__fit_maximin_05,dolmino_synth_thinking,8,0.00390625
p00__fit_maximin_06,dolma3_arxiv,6,0.0029296875
